Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	GeneCards Link
JAK2	Janus Kinase 2	Protein Coding	O60674	66	GC09P004985	2.13468909263611	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2
TNF	Tumor Necrosis Factor	Protein Coding	P01375	65	GC06P156244	2.12711143493652	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNF
BMI1	BMI1 Proto-Oncogene, Polycomb Ring Finger	Protein Coding	P35226	55	GC10P022363	2.11828470230103	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMI1
ZFAS1	ZNFX1 Antisense RNA 1	RNA Gene		29	GC20P049276	2.11828470230103	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFAS1
LINC01133	Long Intergenic Non-Protein Coding RNA 1133	RNA Gene		23	GC01P170717	2.103102684021	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01133
HNF1A-AS1	HNF1A Antisense RNA 1	RNA Gene		27	GC12M124261	2.0986967086792	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1A-AS1
MIR381	MicroRNA 381	RNA Gene		27	GC14P119066	2.0927267074585	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR381
MIR27A	MicroRNA 27a	RNA Gene		31	GC19M100411	2.09088325500488	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27A
OIP5-AS1	OIP5 Antisense RNA 1	RNA Gene		26	GC15P175121	2.08397173881531	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OIP5-AS1
NTRK2	Neurotrophic Receptor Tyrosine Kinase 2	Protein Coding	Q16620	66	GC09P084668	2.07466006278992	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK2
MIR375	MicroRNA 375	RNA Gene		29	GC02M219001	2.07466006278992	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR375
S100A4	S100 Calcium Binding Protein A4	Protein Coding	P26447	57	GC01M153543	2.06636238098145	https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A4
MAPK3	Mitogen-Activated Protein Kinase 3	Protein Coding	P27361	62	GC16M045720	2.06566333770752	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK3
FZD7	Frizzled Class Receptor 7	Protein Coding	O75084	56	GC02P204266	2.05806255340576	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD7
NANOG	Nanog Homeobox	Protein Coding	Q9H9S0	50	GC12P007787	2.05653643608093	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NANOG
NOTCH3	Notch Receptor 3	Protein Coding	Q9UM47	64	GC19M015159	2.03288960456848	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH3
SP1	Sp1 Transcription Factor	Protein Coding	P08047	58	GC12P053380	2.02836322784424	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP1
KLF4	KLF Transcription Factor 4	Protein Coding	O43474	59	GC09M107484	2.02795839309692	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF4
MAPK14	Mitogen-Activated Protein Kinase 14	Protein Coding	Q16539	63	GC06P156437	2.01725649833679	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK14
MIR30A	MicroRNA 30a	RNA Gene		28	GC06M071403	2.01725649833679	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30A
MIR93	MicroRNA 93	RNA Gene		30	GC07M106066	2.01475429534912	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR93
CASC9	Cancer Susceptibility 9	RNA Gene		23	GC08M075132	2.01209259033203	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC9
UCA1	Urothelial Cancer Associated 1	RNA Gene		30	GC19P141717	2.00851631164551	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCA1
IKBKB	Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta	Protein Coding	O14920	66	GC08P042271	1.99846601486206	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKB
CCR7	C-C Motif Chemokine Receptor 7	Protein Coding	P32248	57	GC17M089298	1.98864698410034	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR7
MIR210	MicroRNA 210	RNA Gene		30	GC11M013222	1.98735153675079	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR210
TRC-GCA24-1	TRNA-Cys (GCA) 24-1	RNA Gene		15	GC17M089223	1.98303461074829	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRC-GCA24-1
IL1B	Interleukin 1 Beta	Protein Coding	P01584	60	GC02M112829	1.98192381858826	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B
MIR137	MicroRNA 137	RNA Gene		27	GC01M098046	1.98099374771118	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR137
JUN	Jun Proto-Oncogene, AP-1 Transcription Factor Subunit	Protein Coding	P05412	62	GC01M058780	1.97514867782593	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN
MET	MET Proto-Oncogene, Receptor Tyrosine Kinase	Protein Coding	P08581	67	GC07P116672	1.96576416492462	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MET
NLRP3	NLR Family Pyrin Domain Containing 3	Protein Coding	Q96P20	61	GC01P247539	1.96494770050049	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP3
TEC	Tec Protein Tyrosine Kinase	Protein Coding	P42680	58	GC04M048332	1.95679092407227	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEC
METTL3	Methyltransferase 3, N6-Adenosine-Methyltransferase Complex Catalytic Subunit	Protein Coding	Q86U44	53	GC14M021498	1.94044995307922	https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL3
MIR143	MicroRNA 143	RNA Gene		33	GC05P155623	1.94044995307922	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR143
TP63	Tumor Protein P63	Protein Coding	Q9H3D4	58	GC03P189598	1.93784976005554	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP63
MIR424	MicroRNA 424	RNA Gene		27	GC0XM134901	1.93333601951599	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR424
LINC00941	Long Intergenic Non-Protein Coding RNA 941	RNA Gene		22	GC12P047381	1.93333601951599	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00941
L1CAM	L1 Cell Adhesion Molecule	Protein Coding	P32004	60	GC0XM153864	1.93174803256989	https://www.genecards.org/cgi-bin/carddisp.pl?gene=L1CAM
SNHG12	Small Nucleolar RNA Host Gene 12	RNA Gene	Q9BXW3	31	GC01M032376	1.91767978668213	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG12
HDAC2	Histone Deacetylase 2	Protein Coding	Q92769	65	GC06M113933	1.91454029083252	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC2
AXL	AXL Receptor Tyrosine Kinase	Protein Coding	P30530	64	GC19P041219	1.8990159034729	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXL
MIR29A	MicroRNA 29a	RNA Gene		30	GC07M130876	1.89688539505005	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29A
YY1	YY1 Transcription Factor	Protein Coding	P25490	61	GC14P100238	1.88929843902588	https://www.genecards.org/cgi-bin/carddisp.pl?gene=YY1
IL17A	Interleukin 17A	Protein Coding	Q16552	55	GC06P052186	1.88171625137329	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17A
SHH	Sonic Hedgehog Signaling Molecule	Protein Coding	Q15465	63	GC07M155799	1.87353992462158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHH
SDCBP	Syndecan Binding Protein	Protein Coding	O00560	53	GC08P058539	1.86961078643799	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDCBP
MIR199B	MicroRNA 199b	RNA Gene		29	GC09M128244	1.86632561683655	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR199B
FEZF1-AS1	FEZF1 Antisense RNA 1	RNA Gene		25	GC07P122303	1.86632561683655	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FEZF1-AS1
WNT3A	Wnt Family Member 3A	Protein Coding	P56704	60	GC01P232233	1.86063420772552	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT3A
BMP4	Bone Morphogenetic Protein 4	Protein Coding	P12644	62	GC14M053949	1.86053276062012	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP4
MIR214	MicroRNA 214	RNA Gene		31	GC01M172234	1.86053276062012	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR214
TBX2	T-Box Transcription Factor 2	Protein Coding	Q13207	59	GC17P061399	1.85479927062988	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX2
ALX1	ALX Homeobox 1	Protein Coding	Q15699	50	GC12P085279	1.85479927062988	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALX1
NOTCH4	Notch Receptor 4	Protein Coding	Q99466	58	GC06M100334	1.84953284263611	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH4
GREM1	Gremlin 1, DAN Family BMP Antagonist	Protein Coding	O60565	56	GC15P174912	1.84733581542969	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GREM1
MIR33B	MicroRNA 33b	RNA Gene		27	GC17M017813	1.8361234664917	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR33B
BMP2	Bone Morphogenetic Protein 2	Protein Coding	P12643	58	GC20P006767	1.82716512680054	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP2
PRRX1	Paired Related Homeobox 1	Protein Coding	P54821	53	GC01P170662	1.82033681869507	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRX1
MIR4435-2HG	MIR4435-2 Host Gene	RNA Gene		25	GC02M113363	1.81345427036285	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4435-2HG
PARP1	Poly(ADP-Ribose) Polymerase 1	Protein Coding	P09874	63	GC01M226360	1.80137181282043	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP1
FOXA1	Forkhead Box A1	Protein Coding	P55317	57	GC14M037589	1.79282164573669	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXA1
MIR216A	MicroRNA 216a	RNA Gene		29	GC02M055988	1.79282164573669	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR216A
WNT1	Wnt Family Member 1	Protein Coding	P04628	59	GC12P064917	1.78713023662567	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT1
SIX1	SIX Homeobox 1	Protein Coding	Q15475	55	GC14M060643	1.7853524684906	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX1
FOXQ1	Forkhead Box Q1	Protein Coding	Q9C009	43	GC06P001312	1.7853524684906	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXQ1
MIR23A	MicroRNA 23a	RNA Gene		30	GC19M100412	1.78416407108307	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR23A
CCND1	Cyclin D1	Protein Coding	P24385	66	GC11P069641	1.77817678451538	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND1
SNHG14	Small Nucleolar RNA Host Gene 14	RNA Gene		26	GC15P174552	1.77817678451538	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG14
PIK3CD	Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Delta	Protein Coding	O00329	66	GC01P060209	1.77632474899292	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CD
DNMT1	DNA Methyltransferase 1	Protein Coding	P26358	65	GC19M010133	1.77539467811584	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT1
LINC00511	Long Intergenic Non-Protein Coding RNA 511	RNA Gene		25	GC17M091151	1.7709379196167	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00511
NPTN-IT1	NPTN Intronic Transcript 1	RNA Gene		20	GC15M073566	1.76806247234344	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPTN-IT1
FSTL1	Follistatin Like 1	Protein Coding	Q12841	53	GC03M120392	1.7629280090332	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSTL1
CDC42	Cell Division Cycle 42	Protein Coding	P60953	63	GC01P022052	1.76081764698029	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42
USP37	Ubiquitin Specific Peptidase 37	Protein Coding	Q86T82	50	GC02M218450	1.75035095214844	https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP37
RMST	Rhabdomyosarcoma 2 Associated Transcript	RNA Gene		30	GC12P097431	1.74882447719574	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMST
LEF1	Lymphoid Enhancer Binding Factor 1	Protein Coding	Q9UJU2	61	GC04M108047	1.72970509529114	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEF1
MIR361	MicroRNA 361	RNA Gene		27	GC0XM085903	1.72970509529114	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR361
ASXL1	ASXL Transcriptional Regulator 1	Protein Coding	Q8IXJ9	55	GC20P044308	1.72899317741394	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASXL1
CRB2	Crumbs Cell Polarity Complex Component 2	Protein Coding	Q5IJ48	54	GC09P146227	1.72899317741394	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRB2
TEAD4	TEA Domain Transcription Factor 4	Protein Coding	Q15561	50	GC12P002959	1.72899317741394	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEAD4
MIR19A	MicroRNA 19a	RNA Gene		29	GC13P091713	1.72607588768005	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR19A
NT5E	5'-Nucleotidase Ecto	Protein Coding	P21589	65	GC06P085449	1.72016048431396	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5E
MIR33A	MicroRNA 33a	RNA Gene		28	GC22P041900	1.72016048431396	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR33A
CRK	CRK Proto-Oncogene, Adaptor Protein	Protein Coding	P46108	56	GC17M001420	1.72000288963318	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRK
PWAR4	Prader Willi/Angelman Region RNA 4	RNA Gene		18	GC15P025211	1.71834206581116	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWAR4
KRT18	Keratin 18	Protein Coding	P05783	62	GC12P052948	1.71717607975006	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT18
VIM-AS1	VIM Antisense RNA 1	RNA Gene		25	GC10M017172	1.71046543121338	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIM-AS1
UBC	Ubiquitin C	Protein Coding	P0CG48	56	GC12M124911	1.70510268211365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBC
CHUK	Component Of Inhibitor Of Nuclear Factor Kappa B Kinase Complex	Protein Coding	O15111	63	GC10M100501	1.70460987091064	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHUK
PRMT5	Protein Arginine Methyltransferase 5	Protein Coding	O14744	59	GC14M022920	1.70061278343201	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT5
MIR218-1	MicroRNA 218-1	RNA Gene		27	GC04P026916	1.70061278343201	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR218-1
TJP1	Tight Junction Protein 1	Protein Coding	Q07157	58	GC15M029699	1.69800412654877	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TJP1
MIR130B	MicroRNA 130b	RNA Gene		28	GC22P085687	1.69465458393097	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR130B
CXCL12	C-X-C Motif Chemokine Ligand 12	Protein Coding	P48061	59	GC10M044370	1.6915237903595	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL12
MIR106A	MicroRNA 106a	RNA Gene		27	GC0XM134526	1.69059443473816	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106A
MIR139	MicroRNA 139	RNA Gene		30	GC11M072615	1.68658804893494	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR139
MIAT	Myocardial Infarction Associated Transcript	RNA Gene		34	GC22P026646	1.6849969625473	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIAT
NOTCH2	Notch Receptor 2	Protein Coding	Q04721	65	GC01M119911	1.68490290641785	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH2
TEAD1	TEA Domain Transcription Factor 1	Protein Coding	P28347	59	GC11P012674	1.68007838726044	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEAD1
SNORD44	Small Nucleolar RNA, C/D Box 44	RNA Gene		22	GC01M175043	1.67179989814758	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD44
NR2C2	Nuclear Receptor Subfamily 2 Group C Member 2	Protein Coding	P49116	55	GC03P014947	1.67176449298859	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2C2
AURKA	Aurora Kinase A	Protein Coding	O14965	65	GC20M056370	1.67018127441406	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKA
NFE2L2	NFE2 Like BZIP Transcription Factor 2	Protein Coding	Q16236	63	GC02M177227	1.67018127441406	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L2
FOSL1	FOS Like 1, AP-1 Transcription Factor Subunit	Protein Coding	P15407	57	GC11M132841	1.67018127441406	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOSL1
SNHG17	Small Nucleolar RNA Host Gene 17	RNA Gene		25	GC20M038936	1.67002558708191	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG17
ITGAV	Integrin Subunit Alpha V	Protein Coding	P06756	60	GC02P186589	1.66183471679688	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAV
MIR150	MicroRNA 150	RNA Gene		30	GC19M049500	1.66183471679688	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR150
SNORD118	Small Nucleolar RNA, C/D Box 118	RNA Gene		28	GC17M088330	1.66183471679688	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD118
NORAD	Non-Coding RNA Activated By DNA Damage	RNA Gene		27	GC20M036609	1.66183471679688	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NORAD
SMURF2	SMAD Specific E3 Ubiquitin Protein Ligase 2	Protein Coding	Q9HAU4	54	GC17M064542	1.65840435028076	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF2
TWIST2	Twist Family BHLH Transcription Factor 2	Protein Coding	Q8WVJ9	54	GC02P238848	1.65840435028076	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TWIST2
NEAT1	Nuclear Paraspeckle Assembly Transcript 1	RNA Gene		33	GC11P098966	1.65840435028076	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEAT1
MMP14	Matrix Metallopeptidase 14	Protein Coding	P50281	63	GC14P051698	1.65162920951843	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP14
PROM1	Prominin 1	Protein Coding	O43490	59	GC04M015965	1.65162920951843	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROM1
EMSLR	E2F1 MRNA Stabilizing LncRNA	RNA Gene		20	GC07P108819	1.65162920951843	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMSLR
MIR138-1	MicroRNA 138-1	RNA Gene		29	GC03P044115	1.64867961406708	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR138-1
MIR26A1	MicroRNA 26a-1	RNA Gene		30	GC03P037969	1.6448380947113	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR26A1
EDNRA	Endothelin Receptor Type A	Protein Coding	P25101	62	GC04P147480	1.64298820495605	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDNRA
KCNQ1OT1	KCNQ1 Opposite Strand/Antisense Transcript 1	RNA Gene		36	GC11M013323	1.63791847229004	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1OT1
DAB2	DAB Adaptor Protein 2	Protein Coding	P98082	55	GC05M039371	1.63618052005768	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAB2
KLF8	KLF Transcription Factor 8	Protein Coding	O95600	51	GC0XP059531	1.63618052005768	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF8
MIR30C1	MicroRNA 30c-1	RNA Gene		30	GC01P040757	1.63618052005768	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30C1
BCAR4	Breast Cancer Anti-Estrogen Resistance 4	RNA Gene		25	GC16M027344	1.63618052005768	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAR4
F11R	F11 Receptor	Protein Coding	Q9Y624	54	GC01M160995	1.62776160240173	https://www.genecards.org/cgi-bin/carddisp.pl?gene=F11R
CLDN1	Claudin 1	Protein Coding	O95832	59	GC03M190305	1.62741112709045	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN1
E2F1	E2F Transcription Factor 1	Protein Coding	Q01094	56	GC20M033675	1.62741112709045	https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F1
MIR31	MicroRNA 31	RNA Gene		29	GC09M022239	1.62741112709045	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR31
POSTN	Periostin	Protein Coding	Q15063	55	GC13M037562	1.6185257434845	https://www.genecards.org/cgi-bin/carddisp.pl?gene=POSTN
DLG5	Discs Large MAGUK Scaffold Protein 5	Protein Coding	Q8TDM6	52	GC10M077790	1.61633133888245	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG5
ITGB1	Integrin Subunit Beta 1	Protein Coding	P05556	62	GC10M036398	1.61295771598816	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1
MIR135B	MicroRNA 135b	RNA Gene		30	GC01M205448	1.6032543182373	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR135B
ROCK2	Rho Associated Coiled-Coil Containing Protein Kinase 2	Protein Coding	O75116	58	GC02M011539	1.59756278991699	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROCK2
AR	Androgen Receptor	Protein Coding	P10275	65	GC0XP067544	1.59540200233459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AR
MIR106B	MicroRNA 106b	RNA Gene		30	GC07M106065	1.59540200233459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106B
EZR	Ezrin	Protein Coding	P15311	59	GC06M158765	1.5880982875824	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZR
SNHG5	Small Nucleolar RNA Host Gene 5	RNA Gene		29	GC06M085650	1.5880982875824	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG5
HMGB1	High Mobility Group Box 1	Protein Coding	P09429	62	GC13M030456	1.58466792106628	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB1
DLEU2	Deleted In Lymphocytic Leukemia 2	RNA Gene		31	GC13M049913	1.58172154426575	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEU2
BSG	Basigin (Ok Blood Group)	Protein Coding	P35613	56	GC19P000571	1.58072769641876	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BSG
UPF1	UPF1 RNA Helicase And ATPase	Protein Coding	Q92900	54	GC19P018831	1.57891309261322	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPF1
MIR199A1	MicroRNA 199a-1	RNA Gene		29	GC19M010817	1.57328867912292	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR199A1
WNT5A	Wnt Family Member 5A	Protein Coding	P41221	63	GC03M055465	1.5732250213623	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT5A
MIR30D	MicroRNA 30d	RNA Gene		26	GC08M134804	1.57217693328857	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30D
RAB4B-EGLN2	RAB4B-EGLN2 Readthrough (NMD Candidate)	RNA Gene		20	GC19P040778	1.57217693328857	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB4B-EGLN2
WWTR1	WW Domain Containing Transcription Regulator 1	Protein Coding	Q9GZV5	50	GC03M149517	1.56577897071838	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWTR1
PLAU	Plasminogen Activator, Urokinase	Protein Coding	P00749	64	GC10P073909	1.56248188018799	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAU
DDR1	Discoidin Domain Receptor Tyrosine Kinase 1	Protein Coding	Q08345	58	GC06P156227	1.55819690227509	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDR1
SOX9	SRY-Box Transcription Factor 9	Protein Coding	P48436	58	GC17P072121	1.55819690227509	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX9
FLNA	Filamin A	Protein Coding	P21333	61	GC0XM154348	1.55325329303741	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNA
CXCL5	C-X-C Motif Chemokine Ligand 5	Protein Coding	P42830	51	GC04M073995	1.55325329303741	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL5
MMP3	Matrix Metallopeptidase 3	Protein Coding	P08254	62	GC11M102835	1.54756188392639	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP3
